NroFactura,IDCliente,Descripcion,Categoria,Cantidad,PrecioUnitario,PrecioTotal,FechaFactura,Ciudad
FAC03093,C0301,Portavelas Cristal,Velas,1,13600.0,13600.0,2024-03-06,Córdoba
FAC02449,C0215,Esencia Rosa,Aromatizacion,1,6000.0,6000.0,2024-03-06,Buenos Aires
FAC02464,C0215,Bolsa Regalo Grande,Regaleria,3,3000.0,9000.0,2024-03-06,Buenos Aires
FAC03093,C0301,Cuadro Motivacional,Decoracion,3,25700.0,77100.0,2024-03-06,Córdoba
FAC02464,C0215,Papel Tissue Colores,Regaleria,1,1500.0,1500.0,2024-03-06,Buenos Aires
FAC01865,C0122,Tabla de Cortar Madera,Cocina,4,18100.0,72400.0,2024-03-06,Córdoba
FAC01749,C0106,Set Velas x3,Velas,4,15100.0,60400.0,2024-03-06,Buenos Aires
FAC01216,C0029,Portavelas Cristal,Velas,2,13600.0,27200.0,2024-03-06,La Plata
FAC02649,C0237,Juego de Te x6,Cocina,2,33200.0,66400.0,2024-03-06,Rosario
FAC02649,C0237,Marco Foto 10x15,Decoracion,3,9100.0,27300.0,2024-03-06,Rosario
FAC02649,C0237,Taza Ceramica Negra,Cocina,3,8300.0,24900.0,2024-03-06,Rosario
FAC01216,C0029,Jabonera Ceramica,Bano,1,9800.0,9800.0,2024-03-06,La Plata
FAC03529,C0368,Marco Foto 10x15,Decoracion,3,9100.0,27300.0,2024-03-06,Rosario
FAC01216,C0029,Dispensador Jabon,Bano,1,13600.0,13600.0,2024-03-06,La Plata
FAC03529,C0368,Marco Foto 20x30,Decoracion,3,15100.0,45300.0,2024-03-06,Rosario
FAC01749,C0106,Portavelas Cristal,Velas,1,13600.0,13600.0,2024-03-06,Buenos Aires
FAC01216,C0029,Servilletas Papel x20,Cocina,3,3800.0,11400.0,2024-03-06,La Plata
FAC01137,C0024,Pimentero Porcelana,Cocina,2,10600.0,21200.0,2024-03-07,Rosario
FAC01136,C0024,Esencia Rosa,Aromatizacion,3,6000.0,18000.0,2024-03-07,Buenos Aires
FAC01136,C0024,Aromatizador Hogar,Aromatizacion,2,11300.0,22600.0,2024-03-07,Buenos Aires
FAC03619,C0382,Set Sal y Pimienta,Cocina,2,19600.0,39200.0,2024-03-07,Mar del Plata
FAC03619,C0382,Difusor Cana,Aromatizacion,3,21100.0,63300.0,2024-03-07,Mar del Plata
FAC01293,C0041,Papel Tissue Colores,Regaleria,1,1500.0,1500.0,2024-03-07,Buenos Aires
FAC01293,C0041,Bolsa Regalo Pequeña,Regaleria,4,2300.0,9200.0,2024-03-07,Buenos Aires
FAC03619,C0382,Cesta Desayuno,Regaleria,2,27200.0,54400.0,2024-03-07,Mar del Plata
FAC03619,C0382,Perchero Entrada,Decoracion,2,33200.0,66400.0,2024-03-07,Mar del Plata
FAC01137,C0024,Guirnalda LED,Decoracion,3,16600.0,49800.0,2024-03-07,Rosario
FAC03619,C0382,Guirnalda LED,Decoracion,3,16600.0,49800.0,2024-03-07,Mar del Plata
FAC02532,C0223,Vela Aromatica Lavanda,Velas,4,5300.0,21200.0,2024-03-07,Mendoza
FAC01293,C0041,Servilletas Papel x20,Cocina,4,3800.0,15200.0,2024-03-07,Buenos Aires
FAC02532,C0223,Planta Artificial,Decoracion,3,16600.0,49800.0,2024-03-07,Mendoza
FAC02532,C0223,Esencia Rosa,Aromatizacion,4,6000.0,24000.0,2024-03-07,Mendoza
FAC02532,C0223,Maceta Ceramica,Decoracion,2,12100.0,24200.0,2024-03-07,Mendoza
FAC01284,C0039,Bolsa Regalo Grande,Regaleria,4,3000.0,12000.0,2024-03-07,Buenos Aires
FAC01293,C0041,Tarjeta Saludo,Regaleria,3,1800.0,5400.0,2024-03-07,Buenos Aires
FAC01284,C0039,Lazo Decorativo,Regaleria,3,1200.0,3600.0,2024-03-07,Buenos Aires
FAC01284,C0039,Aromatizador Hogar,Aromatizacion,1,11300.0,11300.0,2024-03-07,Buenos Aires
FAC01284,C0039,Reloj Pared Madera,Decoracion,2,37800.0,75600.0,2024-03-07,Buenos Aires
FAC01284,C0039,Papel Tissue Colores,Regaleria,2,1500.0,3000.0,2024-03-07,Buenos Aires
FAC02387,C0204,Taza Ceramica Blanca,Cocina,3,8300.0,24900.0,2024-03-08,Buenos Aires
FAC01573,C0078,Esencia Rosa,Aromatizacion,1,6000.0,6000.0,2024-03-08,Buenos Aires
FAC01573,C0078,Vaso Bambu,Bano,4,7600.0,30400.0,2024-03-08,Buenos Aires
FAC02859,C0262,Jabonera Ceramica,Bano,4,9800.0,39200.0,2024-03-08,Buenos Aires
FAC01887,C0125,Dispensador Jabon,Bano,2,13600.0,27200.0,2024-03-08,Mar del Plata
FAC01887,C0125,Cojin Decorativo,Decoracion,3,19600.0,58800.0,2024-03-08,Mar del Plata
FAC02859,C0262,Jabonera Ceramica,Bano,4,9800.0,39200.0,2024-03-08,Buenos Aires
FAC02859,C0262,Bolsa Regalo Pequeña,Regaleria,3,2300.0,6900.0,2024-03-08,Buenos Aires
FAC02387,C0204,Maceta Ceramica,Decoracion,1,12100.0,12100.0,2024-03-08,Buenos Aires
FAC01573,C0078,Difusor Cana,Aromatizacion,1,21100.0,21100.0,2024-03-08,Buenos Aires
FAC02387,C0204,Taza Ceramica Negra,Cocina,4,8300.0,33200.0,2024-03-08,Buenos Aires
FAC01887,C0125,Aromatizador Hogar,Aromatizacion,3,11300.0,33900.0,2024-03-08,Mar del Plata
FAC02859,C0262,Vaso Bambu,Bano,2,7600.0,15200.0,2024-03-08,Buenos Aires
FAC01135,C0024,Planta Artificial,Decoracion,2,16600.0,33200.0,2024-03-08,Mar del Plata
FAC01005,C0001,Juego de Te x6,Cocina,2,33200.0,66400.0,2024-03-08,Buenos Aires
FAC01005,C0001,Taza Ceramica Blanca,Cocina,4,8300.0,33200.0,2024-03-08,Buenos Aires
FAC01518,C0070,Vaso Bambu,Bano,1,7600.0,7600.0,2024-03-08,Buenos Aires
FAC03268,C0333,Vela Aromatica Lavanda,Velas,4,5300.0,21200.0,2024-03-08,Buenos Aires
FAC03268,C0333,Lazo Decorativo,Regaleria,4,1200.0,4800.0,2024-03-08,Buenos Aires
FAC03268,C0333,Papel Tissue Colores,Regaleria,2,1500.0,3000.0,2024-03-08,Buenos Aires
FAC03268,C0333,Bolsa Regalo Grande,Regaleria,2,3000.0,6000.0,2024-03-08,Buenos Aires
FAC01135,C0024,Marco Foto 10x15,Decoracion,1,9100.0,9100.0,2024-03-08,Mar del Plata
FAC01518,C0070,Jabonera Ceramica,Bano,4,9800.0,39200.0,2024-03-08,Buenos Aires
FAC01135,C0024,Maceta Ceramica,Decoracion,4,12100.0,48400.0,2024-03-08,Mar del Plata
FAC01135,C0024,Perchero Entrada,Decoracion,1,33200.0,33200.0,2024-03-08,Mar del Plata
FAC03500,C0365,Espejo Redondo,Decoracion,4,30200.0,120800.0,2024-03-09,Buenos Aires
FAC03500,C0365,Papel Tissue Colores,Regaleria,2,1500.0,3000.0,2024-03-09,Buenos Aires
FAC02874,C0267,Aromatizador Hogar,Aromatizacion,3,11300.0,33900.0,2024-03-09,Buenos Aires
FAC02874,C0267,Guirnalda LED,Decoracion,2,16600.0,33200.0,2024-03-09,Buenos Aires
FAC03706,C0391,Album de Fotos,Regaleria,4,18100.0,72400.0,2024-03-09,Buenos Aires
FAC03706,C0391,Lazo Decorativo,Regaleria,2,1200.0,2400.0,2024-03-09,Buenos Aires
FAC02551,C0224,Delantal de Cocina,Cocina,2,12800.0,25600.0,2024-03-09,Buenos Aires
FAC02551,C0224,Portavelas Cristal,Velas,2,13600.0,27200.0,2024-03-09,Buenos Aires
FAC03706,C0391,Papel Tissue Colores,Regaleria,3,1500.0,4500.0,2024-03-09,Buenos Aires
FAC03706,C0391,Bolsa Regalo Grande,Regaleria,2,3000.0,6000.0,2024-03-09,Buenos Aires
FAC03596,C0380,Cojin Decorativo,Decoracion,4,19600.0,78400.0,2024-03-09,Córdoba
FAC03286,C0334,Cuadro Motivacional,Decoracion,3,25700.0,77100.0,2024-03-09,Córdoba
FAC03286,C0334,Taza Ceramica Blanca,Cocina,2,8300.0,16600.0,2024-03-09,Córdoba
FAC03286,C0334,Dispensador Jabon,Bano,4,13600.0,54400.0,2024-03-09,Córdoba
FAC01458,C0063,Juego de Te x6,Cocina,2,33200.0,66400.0,2024-03-09,Córdoba
FAC01458,C0063,Taza Ceramica Blanca,Cocina,2,8300.0,16600.0,2024-03-09,Córdoba
FAC01458,C0063,Bolsa Regalo Grande,Regaleria,3,3000.0,9000.0,2024-03-09,Córdoba
FAC01097,C0018,Album de Fotos,Regaleria,1,18100.0,18100.0,2024-03-09,Buenos Aires
FAC01891,C0125,Regadera Decorativa,Decoracion,4,21100.0,84400.0,2024-03-09,Buenos Aires
FAC01891,C0125,Esencia Jazmin,Aromatizacion,4,6000.0,24000.0,2024-03-09,Buenos Aires
FAC01891,C0125,Jabonera Ceramica,Bano,1,9800.0,9800.0,2024-03-09,Buenos Aires
FAC03596,C0380,Perchero Entrada,Decoracion,1,33200.0,33200.0,2024-03-09,Córdoba
FAC01097,C0018,Reloj Pared Madera,Decoracion,4,37800.0,151200.0,2024-03-09,Buenos Aires
FAC01097,C0018,Vaso Bambu,Bano,2,7600.0,15200.0,2024-03-09,Buenos Aires
FAC02551,C0224,Vela Aromatica Lavanda,Velas,2,5300.0,10600.0,2024-03-09,Buenos Aires
FAC01891,C0125,Reloj Pared Madera,Decoracion,2,37800.0,75600.0,2024-03-09,Buenos Aires
FAC03286,C0334,Jabonera Ceramica,Bano,4,9800.0,39200.0,2024-03-09,Córdoba
FAC03596,C0380,Perchero Entrada,Decoracion,1,33200.0,33200.0,2024-03-09,Córdoba
FAC01097,C0018,Jabonera Ceramica,Bano,3,9800.0,29400.0,2024-03-09,Buenos Aires
FAC03338,C0338,Marco Foto 20x30,Decoracion,3,15100.0,45300.0,2024-03-09,Buenos Aires
FAC02974,C0278,Album de Fotos,Regaleria,1,18100.0,18100.0,2024-03-09,Córdoba
FAC02974,C0278,Difusor Cana,Aromatizacion,1,21100.0,21100.0,2024-03-09,Córdoba
FAC02974,C0278,Portavelas Cristal,Velas,3,13600.0,40800.0,2024-03-09,Córdoba
FAC02974,C0278,Vela Aromatica Vainilla,Velas,3,5300.0,15900.0,2024-03-09,Córdoba
FAC02974,C0278,Vela Aromatica Lavanda,Velas,1,5300.0,5300.0,2024-03-09,Córdoba
FAC01404,C0058,Salero Porcelana,Cocina,1,10600.0,10600.0,2024-03-09,Buenos Aires
FAC01404,C0058,Pimentero Porcelana,Cocina,4,10600.0,42400.0,2024-03-09,Buenos Aires
FAC03338,C0338,Tarjeta Saludo,Regaleria,1,1800.0,1800.0,2024-03-09,Buenos Aires
FAC01667,C0090,Difusor Cana,Aromatizacion,2,21100.0,42200.0,2024-03-09,Buenos Aires
FAC03470,C0360,Bolsa Regalo Pequeña,Regaleria,2,2300.0,4600.0,2024-03-09,Córdoba
FAC03470,C0360,Papel Tissue Colores,Regaleria,3,1500.0,4500.0,2024-03-09,Córdoba
FAC03470,C0360,Tarjeta Saludo,Regaleria,2,1800.0,3600.0,2024-03-09,Córdoba
FAC03470,C0360,Papel Tissue Colores,Regaleria,3,1500.0,4500.0,2024-03-09,Córdoba
FAC01667,C0090,Esencia Jazmin,Aromatizacion,1,6000.0,6000.0,2024-03-09,Buenos Aires
FAC03338,C0338,Toallero Bambu,Bano,3,24200.0,72600.0,2024-03-09,Buenos Aires
FAC02551,C0224,Set Sal y Pimienta,Cocina,2,19600.0,39200.0,2024-03-09,Buenos Aires
FAC03402,C0348,Aromatizador Hogar,Aromatizacion,3,11300.0,33900.0,2024-03-10,Buenos Aires
FAC03402,C0348,Esencia Rosa,Aromatizacion,4,6000.0,24000.0,2024-03-10,Buenos Aires
FAC02847,C0261,Planta Artificial,Decoracion,4,16600.0,66400.0,2024-03-10,Mar del Plata
FAC01259,C0036,Bolsa Regalo Pequeña,Regaleria,2,2300.0,4600.0,2024-03-10,Mar del Plata
FAC01171,C0025,Reloj Pared Madera,Decoracion,2,37800.0,75600.0,2024-03-10,Rosario
FAC01171,C0025,Taza Ceramica Blanca,Cocina,2,8300.0,16600.0,2024-03-10,Rosario
FAC03194,C0319,Difusor Cana,Aromatizacion,4,21100.0,84400.0,2024-03-10,Córdoba
FAC02835,C0259,Vela Aromatica Lavanda,Velas,2,5300.0,10600.0,2024-03-10,La Plata
FAC02835,C0259,Aromatizador Hogar,Aromatizacion,3,11300.0,33900.0,2024-03-10,La Plata
FAC02835,C0259,Bolsa Regalo Grande,Regaleria,2,3000.0,6000.0,2024-03-10,La Plata
FAC02847,C0261,Portavelas Cristal,Velas,3,13600.0,40800.0,2024-03-10,Mar del Plata
FAC02847,C0261,Aromatizador Hogar,Aromatizacion,3,11300.0,33900.0,2024-03-10,Mar del Plata
FAC02847,C0261,Bolsa Regalo Grande,Regaleria,1,3000.0,3000.0,2024-03-10,Mar del Plata
FAC03194,C0319,Difusor Cana,Aromatizacion,2,21100.0,42200.0,2024-03-10,Córdoba
FAC03402,C0348,Mantel Navideno,Decoracion,3,22600.0,67800.0,2024-03-10,Buenos Aires
FAC02847,C0261,Mantel Navideno,Decoracion,3,22600.0,67800.0,2024-03-10,Mar del Plata
FAC02028,C0144,Cuadro Motivacional,Decoracion,2,25700.0,51400.0,2024-03-10,Buenos Aires
FAC02028,C0144,Set Velas x3,Velas,2,15100.0,30200.0,2024-03-10,Buenos Aires
FAC02028,C0144,Vela Aromatica Lavanda,Velas,1,5300.0,5300.0,2024-03-10,Buenos Aires
FAC01259,C0036,Servilletas Papel x20,Cocina,2,3800.0,7600.0,2024-03-10,Mar del Plata
FAC01259,C0036,Bolsa Regalo Grande,Regaleria,2,3000.0,6000.0,2024-03-10,Mar del Plata
FAC03402,C0348,Bolsa Regalo Grande,Regaleria,2,3000.0,6000.0,2024-03-10,Buenos Aires
FAC02760,C0250,Marco Foto 20x30,Decoracion,1,15100.0,15100.0,2024-03-11,Mar del Plata
FAC02760,C0250,Delantal de Cocina,Cocina,1,12800.0,12800.0,2024-03-11,Mar del Plata
FAC02760,C0250,Toallero Bambu,Bano,1,24200.0,24200.0,2024-03-11,Mar del Plata
FAC02468,C0215,Cesta Desayuno,Regaleria,4,27200.0,108800.0,2024-03-11,Buenos Aires
FAC02590,C0231,Bolsa Regalo Pequeña,Regaleria,2,2300.0,4600.0,2024-03-11,Mendoza
FAC02916,C0272,Vaso Bambu,Bano,4,7600.0,30400.0,2024-03-11,Rosario
FAC03755,C0398,Pimentero Porcelana,Cocina,1,10600.0,10600.0,2024-03-11,Córdoba
FAC03755,C0398,Planta Artificial,Decoracion,4,16600.0,66400.0,2024-03-11,Córdoba
FAC02590,C0231,Lazo Decorativo,Regaleria,2,1200.0,2400.0,2024-03-11,Mendoza
FAC03417,C0350,Marco Foto 10x15,Decoracion,1,9100.0,9100.0,2024-03-11,Buenos Aires
FAC02590,C0231,Juego de Te x6,Cocina,4,33200.0,132800.0,2024-03-11,Mendoza
FAC03417,C0350,Marco Foto 20x30,Decoracion,3,15100.0,45300.0,2024-03-11,Buenos Aires
FAC03417,C0350,Toallero Bambu,Bano,2,24200.0,48400.0,2024-03-11,Buenos Aires
FAC02044,C0147,Taza Ceramica Negra,Cocina,3,8300.0,24900.0,2024-03-11,Rosario
FAC02044,C0147,Taza Ceramica Blanca,Cocina,2,8300.0,16600.0,2024-03-11,Rosario
FAC03417,C0350,Bolsa Regalo Pequeña,Regaleria,2,2300.0,4600.0,2024-03-11,Buenos Aires
FAC03417,C0350,Reloj Pared Madera,Decoracion,2,37800.0,75600.0,2024-03-11,Buenos Aires
FAC03755,C0398,Maceta Ceramica,Decoracion,4,12100.0,48400.0,2024-03-11,Córdoba
FAC02656,C0239,Aromatizador Hogar,Aromatizacion,1,11300.0,11300.0,2024-03-11,La Plata
FAC02590,C0231,Dispensador Jabon,Bano,4,13600.0,54400.0,2024-03-11,Mendoza
FAC02760,C0250,Delantal de Cocina,Cocina,3,12800.0,38400.0,2024-03-11,Mar del Plata
FAC02468,C0215,Lazo Decorativo,Regaleria,3,1200.0,3600.0,2024-03-11,Buenos Aires
FAC02656,C0239,Aromatizador Hogar,Aromatizacion,3,11300.0,33900.0,2024-03-11,La Plata
FAC02916,C0272,Esencia Rosa,Aromatizacion,1,6000.0,6000.0,2024-03-11,Rosario
FAC02916,C0272,Difusor Cana,Aromatizacion,1,21100.0,21100.0,2024-03-11,Rosario
FAC02468,C0215,Delantal de Cocina,Cocina,2,12800.0,25600.0,2024-03-11,Buenos Aires
FAC02590,C0231,Dispensador Jabon,Bano,2,13600.0,27200.0,2024-03-11,Mendoza
FAC01822,C0117,Espejo Redondo,Decoracion,4,30200.0,120800.0,2024-03-11,Buenos Aires
FAC02656,C0239,Esencia Rosa,Aromatizacion,1,6000.0,6000.0,2024-03-11,La Plata
FAC01822,C0117,Delantal de Cocina,Cocina,3,12800.0,38400.0,2024-03-11,Buenos Aires
FAC01822,C0117,Dispensador Jabon,Bano,4,13600.0,54400.0,2024-03-11,Buenos Aires
FAC02656,C0239,Vela Aromatica Lavanda,Velas,2,5300.0,10600.0,2024-03-11,La Plata
FAC02760,C0250,Lazo Decorativo,Regaleria,3,1200.0,3600.0,2024-03-11,Mar del Plata
FAC03017,C0286,Taza Ceramica Blanca,Cocina,1,8300.0,8300.0,2024-03-12,Córdoba
FAC03713,C0392,Cuadro Motivacional,Decoracion,4,25700.0,102800.0,2024-03-12,Buenos Aires
FAC02254,C0177,Marco Foto 20x30,Decoracion,3,15100.0,45300.0,2024-03-12,Córdoba
FAC02254,C0177,Taza Ceramica Blanca,Cocina,2,8300.0,16600.0,2024-03-12,Córdoba
FAC01316,C0045,Delantal de Cocina,Cocina,3,12800.0,38400.0,2024-03-12,Mar del Plata
FAC03598,C0380,Mantel Navideno,Decoracion,2,22600.0,45200.0,2024-03-12,Buenos Aires
FAC03598,C0380,Bolsa Regalo Pequeña,Regaleria,1,2300.0,2300.0,2024-03-12,Buenos Aires
FAC02266,C0181,Album de Fotos,Regaleria,1,18100.0,18100.0,2024-03-12,Buenos Aires
FAC01316,C0045,Esencia Rosa,Aromatizacion,2,6000.0,12000.0,2024-03-12,Mar del Plata
FAC01316,C0045,Difusor Cana,Aromatizacion,3,21100.0,63300.0,2024-03-12,Mar del Plata
FAC02266,C0181,Toallero Bambu,Bano,4,24200.0,96800.0,2024-03-12,Buenos Aires
FAC02315,C0187,Portavelas Cristal,Velas,2,13600.0,27200.0,2024-03-12,Buenos Aires
FAC03017,C0286,Juego de Te x6,Cocina,4,33200.0,132800.0,2024-03-12,Córdoba
FAC02315,C0187,Vela Aromatica Vainilla,Velas,4,5300.0,21200.0,2024-03-12,Buenos Aires
FAC03713,C0392,Tarjeta Saludo,Regaleria,1,1800.0,1800.0,2024-03-12,Buenos Aires
FAC03713,C0392,Papel Tissue Colores,Regaleria,3,1500.0,4500.0,2024-03-12,Buenos Aires
FAC02315,C0187,Reloj Pared Madera,Decoracion,4,37800.0,151200.0,2024-03-12,Buenos Aires
FAC02266,C0181,Album de Fotos,Regaleria,1,18100.0,18100.0,2024-03-12,Buenos Aires
FAC02501,C0220,Bolsa Regalo Grande,Regaleria,2,3000.0,6000.0,2024-03-12,Córdoba
FAC02501,C0220,Lazo Decorativo,Regaleria,1,1200.0,1200.0,2024-03-12,Córdoba
FAC02501,C0220,Papel Tissue Colores,Regaleria,2,1500.0,3000.0,2024-03-12,Córdoba
FAC02254,C0177,Servilletas Papel x20,Cocina,4,3800.0,15200.0,2024-03-12,Córdoba
FAC02315,C0187,Vela Aromatica Lavanda,Velas,4,5300.0,21200.0,2024-03-12,Buenos Aires
FAC03713,C0392,Bolsa Regalo Pequeña,Regaleria,4,2300.0,9200.0,2024-03-12,Buenos Aires
FAC02994,C0281,Delantal de Cocina,Cocina,3,12800.0,38400.0,2024-03-13,Córdoba
FAC03497,C0365,Esencia Jazmin,Aromatizacion,1,6000.0,6000.0,2024-03-13,Buenos Aires
FAC02994,C0281,Papel Tissue Colores,Regaleria,4,1500.0,6000.0,2024-03-13,Córdoba
FAC03497,C0365,Portavelas Cristal,Velas,3,13600.0,40800.0,2024-03-13,Buenos Aires
FAC01070,C0013,Taza Ceramica Blanca,Cocina,1,8300.0,8300.0,2024-03-13,La Plata
FAC01070,C0013,Juego de Te x6,Cocina,3,33200.0,99600.0,2024-03-13,La Plata
FAC01070,C0013,Dispensador Jabon,Bano,2,13600.0,27200.0,2024-03-13,La Plata
FAC02405,C0206,Esencia Jazmin,Aromatizacion,2,6000.0,12000.0,2024-03-13,Mar del Plata
FAC02405,C0206,Difusor Cana,Aromatizacion,4,21100.0,84400.0,2024-03-13,Mar del Plata
FAC03498,C0365,Cuadro Motivacional,Decoracion,1,25700.0,25700.0,2024-03-13,Rosario
FAC03498,C0365,Cojin Decorativo,Decoracion,2,19600.0,39200.0,2024-03-13,Rosario
FAC02571,C0227,Set Sal y Pimienta,Cocina,4,19600.0,78400.0,2024-03-13,Mendoza
FAC02226,C0174,Mantel Navideno,Decoracion,3,22600.0,67800.0,2024-03-13,Buenos Aires
FAC02226,C0174,Delantal de Cocina,Cocina,4,12800.0,51200.0,2024-03-13,Buenos Aires
FAC02226,C0174,Taza Ceramica Blanca,Cocina,1,8300.0,8300.0,2024-03-13,Buenos Aires
FAC02226,C0174,Juego de Te x6,Cocina,1,33200.0,33200.0,2024-03-13,Buenos Aires
FAC01363,C0052,Set Velas x3,Velas,1,15100.0,15100.0,2024-03-13,Buenos Aires
FAC03497,C0365,Taza Ceramica Blanca,Cocina,2,8300.0,16600.0,2024-03-13,Buenos Aires
FAC02571,C0227,Lazo Decorativo,Regaleria,1,1200.0,1200.0,2024-03-13,Mendoza
FAC01070,C0013,Taza Ceramica Blanca,Cocina,4,8300.0,33200.0,2024-03-13,La Plata
FAC02571,C0227,Cesta Desayuno,Regaleria,1,27200.0,27200.0,2024-03-13,Mendoza
FAC01363,C0052,Portavelas Cristal,Velas,2,13600.0,27200.0,2024-03-13,Buenos Aires
FAC02571,C0227,Bolsa Regalo Grande,Regaleria,2,3000.0,6000.0,2024-03-13,Mendoza
FAC03498,C0365,Portavelas Cristal,Velas,2,13600.0,27200.0,2024-03-13,Rosario
FAC03515,C0365,Portavelas Cristal,Velas,2,13600.0,27200.0,2024-03-13,Buenos Aires
FAC03515,C0365,Servilletas Papel x20,Cocina,3,3800.0,11400.0,2024-03-13,Buenos Aires
FAC03515,C0365,Portavelas Cristal,Velas,3,13600.0,40800.0,2024-03-13,Buenos Aires
FAC03515,C0365,Vela Aromatica Vainilla,Velas,2,5300.0,10600.0,2024-03-13,Buenos Aires
FAC01936,C0129,Tarjeta Saludo,Regaleria,3,1800.0,5400.0,2024-03-14,Córdoba
FAC02746,C0249,Vaso Bambu,Bano,2,7600.0,15200.0,2024-03-14,Córdoba
FAC03461,C0358,Marco Foto 10x15,Decoracion,3,9100.0,27300.0,2024-03-14,Mendoza
FAC01788,C0110,Pimentero Porcelana,Cocina,4,10600.0,42400.0,2024-03-14,Córdoba
FAC01952,C0131,Bolsa Regalo Grande,Regaleria,4,3000.0,12000.0,2024-03-14,Buenos Aires
FAC01952,C0131,Tabla de Cortar Madera,Cocina,3,18100.0,54300.0,2024-03-14,Buenos Aires
FAC02746,C0249,Esencia Rosa,Aromatizacion,1,6000.0,6000.0,2024-03-14,Córdoba
FAC01813,C0117,Cojin Decorativo,Decoracion,2,19600.0,39200.0,2024-03-14,Buenos Aires
FAC01339,C0048,Bolsa Regalo Grande,Regaleria,1,3000.0,3000.0,2024-03-14,Rosario
FAC01339,C0048,Cesta Desayuno,Regaleria,1,27200.0,27200.0,2024-03-14,Rosario
FAC01936,C0129,Bolsa Regalo Pequeña,Regaleria,2,2300.0,4600.0,2024-03-14,Córdoba
FAC01936,C0129,Papel Tissue Colores,Regaleria,4,1500.0,6000.0,2024-03-14,Córdoba
FAC01936,C0129,Pimentero Porcelana,Cocina,3,10600.0,31800.0,2024-03-14,Córdoba
FAC01813,C0117,Jabonera Ceramica,Bano,2,9800.0,19600.0,2024-03-14,Buenos Aires
FAC03037,C0291,Vela Aromatica Lavanda,Velas,1,5300.0,5300.0,2024-03-14,La Plata
FAC01339,C0048,Lazo Decorativo,Regaleria,2,1200.0,2400.0,2024-03-14,Rosario
FAC03196,C0319,Album de Fotos,Regaleria,1,18100.0,18100.0,2024-03-14,Buenos Aires
FAC03461,C0358,Jabonera Ceramica,Bano,1,9800.0,9800.0,2024-03-14,Mendoza
FAC03196,C0319,Marco Foto 10x15,Decoracion,3,9100.0,27300.0,2024-03-14,Buenos Aires
FAC03461,C0358,Taza Ceramica Negra,Cocina,1,8300.0,8300.0,2024-03-14,Mendoza
FAC03461,C0358,Maceta Ceramica,Decoracion,3,12100.0,36300.0,2024-03-14,Mendoza
FAC03053,C0295,Cuadro Motivacional,Decoracion,3,25700.0,77100.0,2024-03-14,Buenos Aires
FAC02746,C0249,Difusor Cana,Aromatizacion,3,21100.0,63300.0,2024-03-14,Córdoba
FAC03053,C0295,Taza Ceramica Negra,Cocina,1,8300.0,8300.0,2024-03-14,Buenos Aires
FAC03461,C0358,Portavelas Cristal,Velas,2,13600.0,27200.0,2024-03-14,Mendoza
FAC03053,C0295,Marco Foto 20x30,Decoracion,3,15100.0,45300.0,2024-03-14,Buenos Aires
FAC03053,C0295,Guirnalda LED,Decoracion,4,16600.0,66400.0,2024-03-14,Buenos Aires
FAC03196,C0319,Marco Foto 20x30,Decoracion,4,15100.0,60400.0,2024-03-14,Buenos Aires
FAC03037,C0291,Portavelas Cristal,Velas,2,13600.0,27200.0,2024-03-14,La Plata
FAC02364,C0201,Pimentero Porcelana,Cocina,2,10600.0,21200.0,2024-03-14,La Plata
FAC01788,C0110,Salero Porcelana,Cocina,1,10600.0,10600.0,2024-03-14,Córdoba
FAC03474,C0361,Aromatizador Hogar,Aromatizacion,3,11300.0,33900.0,2024-03-14,Mar del Plata
FAC03474,C0361,Portavelas Cristal,Velas,2,13600.0,27200.0,2024-03-14,Mar del Plata
FAC03474,C0361,Guirnalda LED,Decoracion,1,16600.0,16600.0,2024-03-14,Mar del Plata
FAC02364,C0201,Salero Porcelana,Cocina,3,10600.0,31800.0,2024-03-14,La Plata
FAC02959,C0277,Tabla de Cortar Madera,Cocina,3,18100.0,54300.0,2024-03-15,Buenos Aires
FAC02959,C0277,Reloj Pared Madera,Decoracion,2,37800.0,75600.0,2024-03-15,Buenos Aires
FAC02153,C0165,Pimentero Porcelana,Cocina,4,10600.0,42400.0,2024-03-15,La Plata
FAC02959,C0277,Dispensador Jabon,Bano,1,13600.0,13600.0,2024-03-15,Buenos Aires
FAC02980,C0279,Planta Artificial,Decoracion,2,16600.0,33200.0,2024-03-15,Córdoba
FAC02980,C0279,Portavelas Cristal,Velas,4,13600.0,54400.0,2024-03-15,Córdoba
FAC02153,C0165,Salero Porcelana,Cocina,2,10600.0,21200.0,2024-03-15,La Plata
FAC02959,C0277,Set Sal y Pimienta,Cocina,3,19600.0,58800.0,2024-03-15,Buenos Aires
FAC02980,C0279,Vela Aromatica Vainilla,Velas,4,5300.0,21200.0,2024-03-15,Córdoba
FAC01195,C0028,Cesta Desayuno,Regaleria,1,27200.0,27200.0,2024-03-15,Córdoba
FAC01620,C0086,Taza Ceramica Blanca,Cocina,1,8300.0,8300.0,2024-03-15,La Plata
FAC01620,C0086,Difusor Cana,Aromatizacion,2,21100.0,42200.0,2024-03-15,La Plata
FAC02980,C0279,Vela Aromatica Lavanda,Velas,2,5300.0,10600.0,2024-03-15,Córdoba
FAC01195,C0028,Papel Tissue Colores,Regaleria,2,1500.0,3000.0,2024-03-15,Córdoba
